LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,2.007,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,2.154,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,2.094,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,3.083,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,3.055,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,3.113,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,3.332,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,3.317,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,3.235,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,2.774,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,2.753,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,2.618,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,2.579,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,2.912,
HUN,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,2.552,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1965,1.017,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1970,1.206,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1975,1.517,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1980,1.831,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1981,1.95,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1982,1.934,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1983,1.893,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1984,2.027,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1985,2.029,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1986,2.082,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1987,2.164,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1988,2.237,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1989,2.461,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1990,2.57,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1991,2.717,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1992,2.861,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1993,2.926,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1994,2.84,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1995,2.793,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1996,2.64,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1997,2.556,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1998,2.145,
ISL,TAXPROPERTY,TOT,PC_GDP,A,1999,2.155,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2000,2.373,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2001,2.289,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2002,2.102,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2003,1.811,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2004,1.767,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2005,1.714,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2006,1.506,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2007,1.661,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2008,1.734,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2009,1.837,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2010,2.107,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2011,2.062,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2012,2.219,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2013,2.158,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2014,2.212,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2015,1.695,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2016,17.026,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2017,1.869,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2018,1.822,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2019,1.917,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2020,2.257,
ISL,TAXPROPERTY,TOT,PC_GDP,A,2021,2.084,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,3.951,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,4.473,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,5.14,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,6.278,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,6.439,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,6.329,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,6.78,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,6.953,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,7.311,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,7.446,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,7.651,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,7.259,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,7.957,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,8.43,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,8.809,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,9.036,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,9.562,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,9.422,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,9.091,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,8.278,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,8.093,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,6.379,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,5.999,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,6.615,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,6.72,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,6.223,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,5.134,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,4.863,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,4.36,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,3.803,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,4.324,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,5.06,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,5.873,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,6.539,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,6.211,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,6.537,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,6.289,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,5.96,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,4.823,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,33.858,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,5.033,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,4.999,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,5.496,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,6.249,
ISL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,5.944,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1965,3.713,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1966,3.79,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1967,3.726,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1968,3.863,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1969,3.674,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1970,3.378,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1971,3.674,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1972,3.733,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1973,3.228,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1974,3.157,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1975,2.707,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1976,2.739,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1977,2.387,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1978,1.721,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1979,1.674,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1980,1.586,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1981,1.416,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1982,1.249,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1983,1.306,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1984,1.32,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1985,1.341,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1986,1.306,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1987,1.513,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1988,1.433,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1989,1.566,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1990,1.504,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1991,1.506,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1992,1.449,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1993,1.375,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1994,1.52,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1995,1.421,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1996,1.506,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1997,1.52,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1998,1.564,
IRL,TAXPROPERTY,TOT,PC_GDP,A,1999,1.691,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2000,1.753,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2001,1.679,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2002,1.499,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2003,1.865,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2004,2.013,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2005,2.209,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2006,2.696,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2007,2.43,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2008,1.779,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2009,1.452,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2010,1.427,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2011,1.657,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2012,1.751,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2013,2.024,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2014,2.174,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2015,1.49,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2016,1.422,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2017,1.294,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2018,1.322,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2019,1.243,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2020,0.989,
IRL,TAXPROPERTY,TOT,PC_GDP,A,2021,1.133,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,15.128,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1966,14.298,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1967,13.778,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1968,14.068,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1969,13.069,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,12.238,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1971,12.844,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1972,13.619,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1973,11.705,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1974,11.278,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,9.702,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1976,8.858,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1977,8.105,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1978,6.171,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1979,6.074,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,5.268,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,4.544,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,3.84,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,3.852,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,3.81,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,3.989,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,3.801,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,4.383,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,4.015,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,4.815,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,4.644,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,4.568,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,4.353,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,4.131,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,4.424,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,4.473,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,4.66,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,4.848,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,5.08,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,5.484,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,5.702,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,5.86,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,5.379,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,6.537,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,6.807,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,7.352,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,8.579,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,7.878,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,6.116,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,5.173,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,5.15,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,5.956,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,6.228,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,7.057,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,7.57,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,6.434,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,6.039,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,5.743,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,5.924,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,5.688,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,4.981,
IRL,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,5.38,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1965,1.773,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1966,1.762,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1967,1.747,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1968,1.684,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1969,1.586,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1970,1.487,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1971,1.535,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1972,1.579,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1973,1.109,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1974,0.943,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1975,0.803,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1976,0.826,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1977,0.866,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1978,0.906,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1979,0.965,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1980,1.065,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1981,0.993,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1982,0.963,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1983,0.914,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1984,0.938,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1985,0.815,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1986,0.944,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1987,0.881,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1988,0.857,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1989,0.806,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1990,0.818,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1991,0.911,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1992,1.363,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1993,2.191,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1994,2.096,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1995,2.172,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1996,2.154,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1997,2.106,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1998,1.916,
ITA,TAXPROPERTY,TOT,PC_GDP,A,1999,1.859,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2000,1.882,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2001,1.769,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2002,2.041,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2003,3.107,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2004,2.407,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2005,1.955,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2006,2.036,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2007,2.022,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2008,1.786,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2009,2.599,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2010,2.013,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2011,2.189,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2012,2.687,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2013,2.721,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2014,2.88,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2015,2.795,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2016,2.765,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2017,2.503,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2018,2.489,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2019,2.407,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2020,2.441,
ITA,TAXPROPERTY,TOT,PC_GDP,A,2021,2.543,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1965,7.214,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1966,7.23,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1967,6.913,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1968,6.476,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1969,6.238,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1970,6.006,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1971,6.046,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1972,6.243,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1973,4.812,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1974,3.904,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1975,3.286,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1976,3.261,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1977,3.352,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1978,3.487,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1979,3.832,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1980,3.72,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1981,3.339,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1982,3.026,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1983,2.711,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1984,2.851,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1985,2.515,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1986,2.785,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1987,2.59,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1988,2.48,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1989,2.273,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1990,2.257,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1991,2.485,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1992,3.502,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1993,5.41,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1994,5.433,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1995,5.647,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1996,5.365,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1997,5.067,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1998,4.799,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,1999,4.557,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2000,4.643,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2001,4.409,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2002,5.153,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2003,7.777,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2004,6.137,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2005,5.007,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2006,5.03,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2007,4.864,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2008,4.293,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2009,6.191,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2010,4.828,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2011,5.258,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2012,6.16,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2013,6.208,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2014,6.646,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2015,6.505,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2016,6.546,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2017,5.972,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2018,5.965,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2019,5.694,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2020,5.722,
ITA,TAXPROPERTY,TOT,PC_TOT_TAX,A,2021,5.874,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1965,1.393,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1966,1.34,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1967,1.335,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1968,1.33,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1969,1.343,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1970,1.411,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1971,1.585,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1972,1.711,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1973,1.746,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1974,1.732,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1975,1.797,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1976,1.793,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1977,1.871,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1978,1.951,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1979,1.993,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1980,1.968,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1981,2.13,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1982,2.25,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1983,2.397,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1984,2.417,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1985,2.515,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1986,2.916,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1987,3.135,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1988,3.146,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1989,2.893,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1990,2.602,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1991,2.652,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1992,2.833,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1993,3.003,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1994,2.998,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1995,3.086,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1996,2.989,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1997,2.89,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1998,2.785,
JPN,TAXPROPERTY,TOT,PC_GDP,A,1999,2.788,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2000,2.659,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2001,2.684,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2002,2.643,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2003,2.493,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2004,2.474,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2005,2.495,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2006,2.418,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2007,2.44,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2008,2.54,
JPN,TAXPROPERTY,TOT,PC_GDP,A,2009,2.604,
